name,description,stars,agui_dependency,evidence,repo_url,screenshots
music-attribution-scaffold,"Research scaffold for multi-source music attribution with transparent confidence scoring. Companion code to Teikari, Petteri. 2026. “Governing Generative Music: Attribution Limits, Platform Incentives, and the Future of Creator Income.” SSRN Scholarly Paper No. 6109087. SSRN, https://dx.doi.org/10.2139/ssrn.6109087",3,true,frontend/package.json declares a CopilotKit package,https://github.com/petteriTeikari/music-attribution-scaffold,https://repository-images.githubusercontent.com/1154435495/c6abda5c-8fee-49fe-81c0-ef078d9c8548;https://raw.githubusercontent.com/petteriTeikari/music-attribution-scaffold/HEAD/docs/figures/repo-figures/assets/fig-voice-01-full-stack-architecture.jpg;https://raw.githubusercontent.com/petteriTeikari/music-attribution-scaffold/HEAD/docs/figures/repo-figures/assets/fig-voice-45-end-to-end-voice-turn.jpg;https://raw.githubusercontent.com/petteriTeikari/music-attribution-scaffold/HEAD/docs/figures/repo-figures/screenshots/youtube_demo.png
Dominad,Watch competitive intelligence assemble itself,3,true,package.json declares an AG-UI package,https://github.com/samy-clivolt/Dominad,https://raw.githubusercontent.com/samy-clivolt/Dominad/HEAD/api/proxy-image?url=https://googleadservices.com/...
ag-ui-langgraph-agent,,3,true,pyproject.toml declares an AG-UI package,https://github.com/TheGreatBonnie/ag-ui-langgraph-agent,
agentkit,Build agentic ai application with ease,3,true,backend/requirements.txt declares an AG-UI package,https://github.com/trumhemcut/agentkit,https://raw.githubusercontent.com/trumhemcut/agentkit/HEAD/chat_screen.png
agui-pda-antdv-demo,,3,true,frontend/package.json declares an AG-UI package,https://github.com/yuWorm/agui-pda-antdv-demo,
ai-trader-view,,2,true,package.json declares a CopilotKit package,https://github.com/adi199/ai-trader-view,
CopilotKitAgentFramework,,2,true,copilotkitagentframework/package.json declares an AG-UI package,https://github.com/adner/CopilotKitAgentFramework,
ag-ui-devtools,"Developer tools for the AG-UI protocol. Inspect, debug, and replay AI agent sessions with a local web UI",2,true,apps/devtools/package.json declares an AG-UI package,https://github.com/albsugy/ag-ui-devtools,
MyAIBOX,Use a modular Gen-AI suite,2,true,pyproject.toml declares an AG-UI package,https://github.com/aleck31/MyAIBOX,https://raw.githubusercontent.com/aleck31/MyAIBOX/HEAD/docs/screenshots/webchat.png;https://raw.githubusercontent.com/aleck31/MyAIBOX/HEAD/docs/screenshots/vision.png;https://raw.githubusercontent.com/aleck31/MyAIBOX/HEAD/docs/screenshots/draw.png;https://raw.githubusercontent.com/aleck31/MyAIBOX/HEAD/docs/screenshots/settings.png
langgraph-kit,Reuse a LangGraph toolkit,2,true,pyproject.toml declares an AG-UI package,https://github.com/allada-homelab/langgraph-kit,
copilotkit-direct-to-llm-example,A complete example demonstrating how to integrate CopilotKit with a custom AI agent using direct-to-LLM communication.,2,true,copilotkit-direct-to-llm-middleware/package.json declares an AG-UI package,https://github.com/anand-san/copilotkit-direct-to-llm-example,https://github.com/user-attachments/assets/ac8a7da3-6f5e-43d6-91c5-d5b6406f0fe0;https://github.com/user-attachments/assets/b49d27a6-49c8-4937-9446-f8dcb437cef5
ag-ui-web-component,Add a chat element with one tag,2,true,package.json declares an AG-UI package,https://github.com/Artui/ag-ui-web-component,https://raw.githubusercontent.com/Artui/ag-ui-web-component/HEAD/logo.svg
django-ag-ui,Serve an AG-UI agent from Django,2,true,pyproject.toml declares an AG-UI package,https://github.com/Artui/django-ag-ui,
pcmcrunners,Running group website based on Strava. Also see Mileageleague.com,2,true,install line in its own README,https://github.com/avinashmane/pcmcrunners,
AG-UI-Protocol-Demo,Read a first-contact demo,2,true,package.json declares an AG-UI package,https://github.com/BradenStitt/AG-UI-Protocol-Demo,
ag-ui-with-agno,,2,true,package.json declares an AG-UI package,https://github.com/brndnsmn/ag-ui-with-agno,https://raw.githubusercontent.com/brndnsmn/ag-ui-with-agno/HEAD/docs/demo.gif
GoAI,一个多agent平台，后期会用到字节中间件，其他都是我练手加进去的feat，想手搓一个agent管理平台,2,true,go.mod declares an AG-UI package,https://github.com/Cai-Tang-www/GoAI,
2026-AI-Stack,,2,true,agents/orchestrator/pyproject.toml declares an AG-UI package,https://github.com/Coding-Crashkurse/2026-AI-Stack,https://raw.githubusercontent.com/Coding-Crashkurse/2026-AI-Stack/HEAD/docs/trip.png
dash-copilotkit,Add a copilot to a Plotly Dash app,2,true,package.json declares a CopilotKit package,https://github.com/dash-copilotkit/dash-copilotkit,
copilotkit,,2,true,package.json declares a CopilotKit package,https://github.com/dataanalystram/copilotkit,
compliance-servers,,2,true,agui-test-server/package.json declares an AG-UI package,https://github.com/Geeksfino/compliance-servers,
agno-agui-test,For testing and fixing bugs with Agno's AGUIApp using CopilotKit as the frontend,2,true,agents/pyproject.toml declares an AG-UI package,https://github.com/georgeneokq/agno-agui-test,
chat-charge-trace,"Chat, Charge, Trace: an agentic shop with AG-UI chat and Monnify checkout, live-instrumented at API Conf Lagos 2026",2,true,backend/requirements.txt declares an AG-UI package,https://github.com/Greyisheep/chat-charge-trace,
gugu-agent,gugu-agent，基于agent-service-toolkit框架的多模态agent系统,2,true,scripts/agui-client/package.json declares an AG-UI package,https://github.com/gugu-bigking/gugu-agent,https://raw.githubusercontent.com/gugu-bigking/gugu-agent/HEAD/media/app_screenshot.png;https://raw.githubusercontent.com/gugu-bigking/gugu-agent/HEAD/media/agent_architecture.png
ai-weather-assistant,一个 Next.js技术栈构建的有前后端的 AI 天气查询助手。接入了AGUI+A2UI 协议，有 HITL 人机协作流程。采用 DeepSeek 作为思考模型。仅供学习使用,2,true,package.json declares an AG-UI package,https://github.com/hello-jun/ai-weather-assistant,
streamblocks,Extract structured blocks out of a token stream,2,true,pyproject.toml declares an AG-UI package,https://github.com/hotherio/streamblocks,
ag-ui-dify-adapter,Front-end a Dify app,2,true,pyproject.toml declares an AG-UI package,https://github.com/JasonYoo2020/ag-ui-dify-adapter,
ag-ui-rust,AG UI agent client protocol Rust library,2,true,crates/ag-ui-protocol/Cargo.toml declares an AG-UI package,https://github.com/kaija/ag-ui-rust,
agentscope-agui-scaffold,"Run an AgentScope 2.0 agent workbench in minutes — no model key required. Native AG-UI + assistant-ui scaffold with SSE streaming, tool calls, and write-tool confirmation.",2,true,frontend/package.json declares an AG-UI package,https://github.com/Ken-LK/agentscope-agui-scaffold,https://raw.githubusercontent.com/Ken-LK/agentscope-agui-scaffold/HEAD/docs/demo.gif;https://raw.githubusercontent.com/Ken-LK/agentscope-agui-scaffold/HEAD/docs/architecture.svg
AegisOps,Enterprise-level Sre Agent,2,true,frontend/package.json declares an AG-UI package,https://github.com/Liny777/AegisOps,
a2a-demo-rebuilt,,2,true,package.json declares an AG-UI package,https://github.com/markmdev/a2a-demo-rebuilt,https://raw.githubusercontent.com/markmdev/a2a-demo-rebuilt/HEAD/A2A_Demo.gif
agentic-devops-starter,MVP for Agentic DevOps Starter (Compass),2,true,app/frontend/package.json declares a CopilotKit package,https://github.com/MSFT-AI-BUILD-INTERNAL/agentic-devops-starter,https://raw.githubusercontent.com/MSFT-AI-BUILD-INTERNAL/agentic-devops-starter/HEAD/docs/diagram_v2.png
alpatrade,Backtest and paper-trade equities,2,true,pyproject.toml declares an AG-UI package,https://github.com/predictivelabsai/alpatrade,https://raw.githubusercontent.com/predictivelabsai/alpatrade/main/screenshots/cli-welcome.png;https://raw.githubusercontent.com/predictivelabsai/alpatrade/main/static/agui-chat.png;https://raw.githubusercontent.com/predictivelabsai/alpatrade/main/static/agui-landing.png;https://raw.githubusercontent.com/predictivelabsai/alpatrade/main/static/agui-help.png
Agno-copilot-ui,A copilot ui implement for agno,2,true,pyproject.toml declares an AG-UI package,https://github.com/raven1989/Agno-copilot-ui,
strands-agents-ui,,2,true,packages/ag-ui-strands-adapter/package.json declares an AG-UI package,https://github.com/ryancormack/strands-agents-ui,
adk-copilotkit-template,"Scaffolding for agent-based application using Google ADK, Copilotkit, and AG-UI",2,true,app/pyproject.toml declares an AG-UI package,https://github.com/sainteclaired/adk-copilotkit-template,
django-copilotkit,"This repository provides an example of how to integrate CopilotKit with a Django backend. Since the official CopilotKit repo doesn’t include Django support, this project shows a working setup to save you time. 🚀",2,true,requirements.txt declares a CopilotKit package,https://github.com/sasaeo/django-copilotkit,
chatbot,A React-based embeddable chat widget that connects to a Soliplex/PydanticAI backend using the AG-UI protocol.,2,true,package.json declares a CopilotKit package,https://github.com/soliplex/chatbot,
HelpdeskAI.CSharp,"End-to-end reference implementation of an AI helpdesk agent using Microsoft Agents Framework, Model Context Protocol (MCP), and CopilotKit. Demonstrates AG-UI streaming, RAG with Azure AI Search, per-session Redis history with LLM summarisation, and inline generative UI components rendered from tool calls.",2,true,src/HelpdeskAI.Frontend/package.json declares an AG-UI package,https://github.com/sreyanchoudhury/HelpdeskAI.CSharp,https://repository-images.githubusercontent.com/1169914510/ea1752af-7ab7-4c6e-a18b-171b1f4caa5f;https://raw.githubusercontent.com/sreyanchoudhury/HelpdeskAI.CSharp/HEAD/images/it_support.png;https://raw.githubusercontent.com/sreyanchoudhury/HelpdeskAI.CSharp/HEAD/images/knowledge_base.png;https://raw.githubusercontent.com/sreyanchoudhury/HelpdeskAI.CSharp/HEAD/images/my_tickets.png
Procurement-Agentic-App,"A production-ready Agentic Procurement App built with Google ADK (Agent Development Kit) and Python. Features autonomous agents, HITL workflows, and MCP integration with custom UI. The ultimate ADK Python blueprint for enterprise AI.",2,true,requirements.txt declares an AG-UI package,https://github.com/srikanth-temp-123/Procurement-Agentic-App,https://raw.githubusercontent.com/srikanth-temp-123/Procurement-Agentic-App/HEAD/documentation/images/page_1.png;https://raw.githubusercontent.com/srikanth-temp-123/Procurement-Agentic-App/HEAD/documentation/images/page_2.png;https://raw.githubusercontent.com/srikanth-temp-123/Procurement-Agentic-App/HEAD/documentation/images/page_3.png;https://raw.githubusercontent.com/srikanth-temp-123/Procurement-Agentic-App/HEAD/documentation/images/page_4.png
ai-protocol-platform,"Protocol-native AI assistant platform on Google ADK — clone, set LOCAL_MODE=1, run make dev, chat in under 30 minutes with zero GCP credentials",2,true,frontend/package.json declares an AG-UI package,https://github.com/sunholo-data/ai-protocol-platform,
Columbina-Agent,An AI Agent application about Columbina and Sandrone from Genshin Impact.Chat and collaboration.,2,true,package.json declares an AG-UI package,https://github.com/System1145141/Columbina-Agent,
taccdoc-rag-pod,Minimal example showing deployment of an AI agent and frontend to Tapis Pods,2,true,client/package.json declares an AG-UI package,https://github.com/TACC/taccdoc-rag-pod,
AIaaS-Boilerplate-Framework,Start a SaaS with agents already wired,2,true,package.json declares an AG-UI package,https://github.com/Vesias/AIaaS-Boilerplate-Framework,
life-book-by-jack-and-lok,,2,true,package.json declares an AG-UI package,https://github.com/wonglok/life-book-by-jack-and-lok,
ag-ui-demo,,2,true,requirements.txt declares an AG-UI package,https://github.com/zdsbs/ag-ui-demo,
agui-langgraph,AG-UI x LangGraph agent,1,true,package.json declares a CopilotKit package,https://github.com/aagnone3/agui-langgraph,https://raw.githubusercontent.com/aagnone3/agui-langgraph/HEAD/etc/screenshot.png
agui-multi-user,,1,true,package.json declares an AG-UI package,https://github.com/aakashns/agui-multi-user,
dspack-studio,"The flagship experience for the open AI-native frontend ecosystem: an AI agent builds interfaces under a design-system contract, streamed over AG-UI as A2UI surfaces, rendered with Astryx. Every gate, repair, and audit is inspectable.",1,true,packages/agui-bridge/package.json declares an AG-UI package,https://github.com/aestheticfunction/dspack-studio,https://raw.githubusercontent.com/aestheticfunction/dspack-studio/HEAD/docs/assets/dspack-studio-catch.gif
agent-sdk,Embeddable AI chat widget powered by MCP. Published as @agenetix/agent-sdk.,1,true,package.json declares an AG-UI package,https://github.com/agenetix/agent-sdk,
uni-acp-agui,Rust impl for ACP & AG-UI bridge,1,true,examples/copilotkit-acp-demo/package.json declares an AG-UI package,https://github.com/agentsyaml/uni-acp-agui,
v0.2_MULTI-AGENT_frontend,Next + CopilotKit & AG-UI + (MCP UI + C1 integration),1,true,package.json declares an AG-UI package,https://github.com/alchimie-di-circe/v0.2_MULTI-AGENT_frontend,
adk-launchers-go,"Go modules that extend google.golang.org/adk with pluggable web sublaunchers for AG-UI (CopilotKit), LRO/Cloud Tasks resume, in-process A2A scheduler cron, and more.",1,true,go.mod declares an AG-UI package,https://github.com/alis-build/adk-launchers-go,
ai-circus-framework,"An open-source microservices platform for prototyping state-of-the-art ML and GenAI products and scenarios, with multi-tenancy and the AG-UI protocol",1,true,ui-react/package.json declares a CopilotKit package,https://github.com/angelmtenor/ai-circus-framework,https://raw.githubusercontent.com/angelmtenor/ai-circus-framework/HEAD/docs/screenshots/scenarios.png;https://raw.githubusercontent.com/angelmtenor/ai-circus-framework/HEAD/docs/screenshots/login.png;https://raw.githubusercontent.com/angelmtenor/ai-circus-framework/HEAD/docs/screenshots/data.png;https://raw.githubusercontent.com/angelmtenor/ai-circus-framework/HEAD/docs/screenshots/ml-predictions.png
arete-desktop,,1,true,packages/agui/package.json declares an AG-UI package,https://github.com/applegrew/arete-desktop,
ai-mail-app,AI-powered Gmail client with CopilotKit + LangGraph agent,1,true,apps/agent/requirements.txt declares a CopilotKit package,https://github.com/aravindsriraj/ai-mail-app,
a2a-demo-travel-app,,1,true,package.json declares an AG-UI package,https://github.com/Ashadeepa/a2a-demo-travel-app,https://raw.githubusercontent.com/Ashadeepa/a2a-demo-travel-app/HEAD/demo.png
generative-a11y,Keep a streaming agent interface accessible,1,true,package.json declares an AG-UI package,https://github.com/bhaveshchow20/generative-a11y,https://repository-images.githubusercontent.com/1329294056/057eb5e7-c8ef-40ad-9b23-3e9eccfb4357;https://raw.githubusercontent.com/bhaveshchow20/generative-a11y/HEAD/.github/assets/header.svg
astra,Astra OS,1,true,PoC/astra-poc-vc/requirements.txt declares a CopilotKit package,https://github.com/bsarer/astra,
agent-chat-cli,A minimal terminal chat client for agents,1,true,package.json declares an AG-UI package,https://github.com/cogwirrel/agent-chat-cli,
facebook-messenger-agui-client,Thin client for communicating with AG-UI compatible agents via Facebook Messenger,1,true,packages/core/package.json declares an AG-UI package,https://github.com/contextablemark/facebook-messenger-agui-client,
lm-ag-ui,a lightweight react implementation of the AG-UI protocol,1,true,package.json declares an AG-UI package,https://github.com/Cyronius/lm-ag-ui,
ai-factory-catalog,,1,true,package.json declares an AG-UI package,https://github.com/ddjukic/ai-factory-catalog,
stock-portfolio-analysis-agent,,1,true,pyproject.toml declares an AG-UI package,https://github.com/derrickgitonga/stock-portfolio-analysis-agent,
effect-agent,"An Effect-native agent execution kernel: sessions, runs, turns, steering, follow-ups and typed lifecycle events on top of Effect AI.",1,true,package.json declares an AG-UI package,https://github.com/doeixd/effect-agent,
AI-Agents-Gen-UI,Ai Agents Generative UI with AG-UI Protocol,1,true,package.json declares an AG-UI package,https://github.com/domainio/AI-Agents-Gen-UI,
deep-coding-agent,"A repo-scoped AI coding agent with in-editor diff approvals, built on LangChain deepagents + CopilotKit/AG-UI, Monaco, and MongoDB.",1,true,backend/pyproject.toml declares a CopilotKit package,https://github.com/dsouzavijeth/deep-coding-agent,
trip-architect-a2ui,"Atlas — an agentic trip planner where an open-source LLM composes the UI via Google's A2UI protocol: propose a stop, approve it, watch it pin to a live map. Built on CopilotKit / AG-UI, on Nebius. Adapted from CopilotKit's A2UI PDF Analyst example.",1,true,package.json declares an AG-UI package,https://github.com/dsouzavijeth/trip-architect-a2ui,
ag-webGL,LangGraph + Three.js agent-driven scene demo (AG-UI / CopilotKit),1,true,pyproject.toml declares an AG-UI package,https://github.com/eddie-nv/ag-webGL,
af-agno-agui-cookbook,Agno Ag-UI Cookbook,1,true,package.json declares an AG-UI package,https://github.com/fancn21th/af-agno-agui-cookbook,
foot-agui-sample,AG-UI plus GPT5.2 avec Microsoft Agent Framework,1,true,package.json declares an AG-UI package,https://github.com/fredgis/foot-agui-sample,https://raw.githubusercontent.com/fredgis/foot-agui-sample/HEAD/assets/RepoHeader.svg;https://raw.githubusercontent.com/fredgis/foot-agui-sample/HEAD/images/IMG1.png;https://raw.githubusercontent.com/fredgis/foot-agui-sample/HEAD/images/IMG2.png;https://raw.githubusercontent.com/fredgis/foot-agui-sample/HEAD/images/IMG3.png
hanfani-core,Headless TypeScript core for human-in-the-loop agent workflows.,1,true,package.json declares an AG-UI package,https://github.com/fruitizz/hanfani-core,
recipe-ai-assistant,,1,true,package.json declares a CopilotKit package,https://github.com/gsumithub/recipe-ai-assistant,
SETv2,,1,true,channels/package.json declares an AG-UI package,https://github.com/GucciGross/SETv2,https://raw.githubusercontent.com/GucciGross/SETv2/HEAD/docs/assets/copilot-computer-use.png;https://raw.githubusercontent.com/GucciGross/SETv2/HEAD/docs/assets/dashboard.png
ag-ui-server-bedrock,,1,true,pyproject.toml declares an AG-UI package,https://github.com/Hailong-am/ag-ui-server-bedrock,
atlas_app,"Reference implementation of an end-to-end agentic architecture using ADK with MCP tool access, A2A agent-to-agent coordination, and AG-UI frontend integration.",1,true,ui/package.json declares an AG-UI package,https://github.com/haruiz/atlas_app,https://raw.githubusercontent.com/haruiz/atlas_app/HEAD/images/demo.gif
FlightDeck,"Generative UI hackathon project: FlightDeck. Originally started as part of the Google Deep Mind GenUI Hackaton + AI Tinkerers with sponsors: CopilotKit, Manufact, LangChain and Daytona",1,true,backend/pyproject.toml declares a CopilotKit package,https://github.com/henrique-simoes/FlightDeck,
astryx-agui,,1,true,package.json declares an AG-UI package,https://github.com/howlowck/astryx-agui,
langchain-deepagent-bedrock-agentcore,,1,true,pyproject.toml declares an AG-UI package,https://github.com/iker592/langchain-deepagent-bedrock-agentcore,
copilotkit-skills,,1,true,package.json declares a CopilotKit package,https://github.com/jerelvelarde/copilotkit-skills,
document-to-diagram,,1,true,package.json declares an AG-UI package,https://github.com/jerelvelarde/document-to-diagram,
hermes-cpk,,1,true,expense-tracker-live/package.json declares an AG-UI package,https://github.com/jerelvelarde/hermes-cpk,
margin-analyst-demo,"AG-UI x Claude Managed Agents x CopilotKit: an agent doing real work in a persistent cloud sandbox, and you can watch it. Runs with no API key.",1,true,package.json declares an AG-UI package,https://github.com/jerelvelarde/margin-analyst-demo,https://raw.githubusercontent.com/jerelvelarde/margin-analyst-demo/HEAD/docs/hero.gif
OCI-AI-AGENT-AG-UI,"A modern web interface for interacting with OCI AI agents, built with Next.js and FastAPI.",1,true,backend/pyproject.toml declares an AG-UI package,https://github.com/jin38324/OCI-AI-AGENT-AG-UI,https://raw.githubusercontent.com/jin38324/OCI-AI-AGENT-AG-UI/HEAD/docs/rag_agent.png;https://raw.githubusercontent.com/jin38324/OCI-AI-AGENT-AG-UI/HEAD/docs/single_tool_agent.png;https://raw.githubusercontent.com/jin38324/OCI-AI-AGENT-AG-UI/HEAD/docs/multi_tool_agent.png
maf-travel,"Travel Planner powered by Microsoft Agent Framework (MAF) using stateless ReAct workflows, AG-UI, and agent orchestration.",1,true,ui/package.json declares an AG-UI package,https://github.com/jonathandbailey/maf-travel,https://repository-images.githubusercontent.com/1088240683/5dd46104-8685-402a-9168-ab9f74af4bd9
copilotkit-foundry-hitl-templates,One-prompt CopilotKit + AG-UI + Azure AI Foundry hosted-agent apps with human-in-the-loop approval,1,true,showcase/ui/package.json declares an AG-UI package,https://github.com/lordlinus/copilotkit-foundry-hitl-templates,
ag-ui-claude-agents,Pluggable AG-UI + Claude Agent SDK libraries (server / react / pdf / core) plus a DevOps demo. PDF parity enforced at compile time; skills bundle MCP tools + prompt fragments + bash whitelist.,1,true,packages/agent-react/package.json declares an AG-UI package,https://github.com/mbrian23/ag-ui-claude-agents,
fpl-chat-app,FPL Chat App Monorepo,1,true,apps/agent-server/pyproject.toml declares an AG-UI package,https://github.com/mhofwell/fpl-chat-app,
opensearch-agent-server,,1,true,pyproject.toml declares an AG-UI package,https://github.com/mingshl/opensearch-agent-server,
ag-ui-fe,,1,true,package.json declares an AG-UI package,https://github.com/mingyuans/ag-ui-fe,https://raw.githubusercontent.com/mingyuans/ag-ui-fe/HEAD/assets/screenshot.png
TraderIQ-Multi-Agent-Foundry,"Intelligent Trader Multi-Agent system powered by Microsoft Foundry, MCP tools, and FastAPI",1,true,tradingiq/pyproject.toml declares an AG-UI package,https://github.com/mohankl/TraderIQ-Multi-Agent-Foundry,
agui-benchmark,Comprehensive benchmark suite for AG-UI protocol across multiple AI agent frameworks,1,true,ts-agents/package.json declares an AG-UI package,https://github.com/namastexlabs/agui-benchmark,
intake-copilot,"🔥Voice-first patient intake demo with CopilotKit headless + Mastra — collects identity by voice, triages symptoms by tap, and recommends a specialist with a clinical summary.",1,true,backend/package.json declares an AG-UI package,https://github.com/NathanTarbert/intake-copilot,
chat-pack,A drop-in chat application with a React frontend and a Ravnar/AG-UI backend.,1,true,frontend/package.json declares an AG-UI package,https://github.com/nebari-dev/chat-pack,
ravnar,Start from a pluggable AG-UI server,1,true,pyproject.toml declares an AG-UI package,https://github.com/nebari-dev/ravnar,https://raw.githubusercontent.com/nebari-dev/ravnar/HEAD/docs/images/architecture.svg
myCompanion,AGUI React Python,1,true,frontend/package.json declares an AG-UI package,https://github.com/nikhilthomas300/myCompanion,
mastra-starter,"Modern AI agent starter — Mastra + NestJS 11 + CopilotKit + Better Auth. Delegated tools pattern, multi-agent workflows, production-ready.",1,true,apps/api/package.json declares an AG-UI package,https://github.com/novostudiotech/mastra-starter,
Ophelia,,1,true,package.json declares an AG-UI package,https://github.com/ophelialabs/Ophelia,
MicrosoftAgentFrameworkAgentWithVueAG-UIClient,,1,true,VueAG-UIClient/package.json declares an AG-UI package,https://github.com/pjrusso/MicrosoftAgentFrameworkAgentWithVueAG-UIClient,https://github.com/user-attachments/assets/5ff09b7e-929d-497d-ad7d-af63296cdc01
agui-weather-dashboard,"AI-powered weather dashboard with Google ADK agent, CopilotKit frontend, and AG-UI protocol. Rich card-based UI rendered via useFrontendTool pattern.",1,true,frontend/package.json declares an AG-UI package,https://github.com/pouriamrt/agui-weather-dashboard,
agui-provider,Agent Zero plugin: AG-UI protocol server — connect any CopilotKit/React frontend to Agent Zero,1,true,example/package.json declares an AG-UI package,https://github.com/protolabs42/agui-provider,
a4i,,1,true,ui/package.json declares an AG-UI package,https://github.com/rakesh-vs/a4i,
polyglot-devenv,"Polyglot development environment with Python, TypeScript, Rust, Go, and Nushell using Devbox for isolated, reproducible environments",1,true,dojo/package.json declares an AG-UI package,https://github.com/ricable/polyglot-devenv,
CopilotKit_Generative_UI_MCP_Framework,"A plug-and-play framework for building AI-powered generative user interfaces using CopilotKit, MCP Apps and OpenRouter. MCP server tools return interactive HTML components that render directly in a browser-based chat interface.",1,true,package.json declares an AG-UI package,https://github.com/Roentek/CopilotKit_Generative_UI_MCP_Framework,
dotnet-ng-chat,,1,true,ChatClient/package.json declares an AG-UI package,https://github.com/rstropek/dotnet-ng-chat,
brd-generator-using-speckit,,1,true,package.json declares a CopilotKit package,https://github.com/sarveshtalele/brd-generator-using-speckit,
maf-copilot-studio-demo,"React (MSAL) + FastAPI (Microsoft Agent Framework) calling a Microsoft Copilot Studio agent via delegated OBO auth over AG-UI, orchestrated with .NET Aspire.",1,true,src/frontend/package.json declares an AG-UI package,https://github.com/seiggy/maf-copilot-studio-demo,https://raw.githubusercontent.com/seiggy/maf-copilot-studio-demo/HEAD/docs/images/app-signin.png;https://raw.githubusercontent.com/seiggy/maf-copilot-studio-demo/HEAD/docs/images/app-agent-response.png;https://raw.githubusercontent.com/seiggy/maf-copilot-studio-demo/HEAD/docs/images/entra-backend-expose-api.png;https://raw.githubusercontent.com/seiggy/maf-copilot-studio-demo/HEAD/docs/images/entra-backend-client-secret.png
brd-generator-using-agui-langraph,,1,true,package.json declares a CopilotKit package,https://github.com/shivswami/brd-generator-using-agui-langraph,
agent-agui-mvp,"A lightweight implementation of the AG-UI (Agent UI) protocol using FastAPI and OpenRouter. Supports SSE streaming for real-time LLM responses, with both server-side tool execution (backend tools) and client-side tool delegation (frontend tools)",1,true,frontend_v2/package.json declares an AG-UI package,https://github.com/skand-io/agent-agui-mvp,
ag-ui-vue,,1,true,package.json declares an AG-UI package,https://github.com/sunfkny/ag-ui-vue,
AI-OpenChat-V2-AG-UI-A2-UI-,"An agentic AI chat assistant built with FastAPI, Groq (Llama 4 Scout), and React — featuring real-time streaming via the AG-UI protocol and dynamic UI generation via A2UI.",1,true,frontend/package.json declares a CopilotKit package,https://github.com/sutheesh/AI-OpenChat-V2-AG-UI-A2-UI-,
arc-rag,,1,true,frontend/package.json declares a CopilotKit package,https://github.com/techafreshh/arc-rag,
ai-assistant,A React component library for building agent-based AI assistant,1,true,package.json declares an AG-UI package,https://github.com/techtrips/ai-assistant,
agent-starter,,1,true,packages/api/package.json declares an AG-UI package,https://github.com/therealjohn/agent-starter,
tkhwang-pico,"personal AI agents playground using mastra.ai, langchain, langgraph and CopilotKit on web and mobile",1,true,apps/mastra/package.json declares an AG-UI package,https://github.com/tkhwang/tkhwang-pico,https://raw.githubusercontent.com/tkhwang/tkhwang-pico/HEAD/docs/pico-queue-content-ingest-flow.png;https://raw.githubusercontent.com/tkhwang/tkhwang-pico/HEAD/docs/pico-queue-recommend-flow.png
nexus,Nexus is a reference design for an interactive dashboard powered by AG-UI and Microsoft Agent Framework.,1,true,src/frontend/package.json declares an AG-UI package,https://github.com/travisnielsen/nexus,https://raw.githubusercontent.com/travisnielsen/nexus/HEAD/media/images/demo.gif
agui-server,A Server enpoint using AG-UI integrated to Ollama,1,true,package.json declares an AG-UI package,https://github.com/ugmurthy/agui-server,
adk-openshift-agent,,1,true,frontend/package.json declares an AG-UI package,https://github.com/xiormeesh/adk-openshift-agent,
agui-antdvn-chat,a antdv-next ai chat components with agui,1,true,package.json declares an AG-UI package,https://github.com/yuWorm/agui-antdvn-chat,
zillow-mcp,"Look up a US property, its Zestimate, and its price history",1,true,"live MCP endpoint, takes a bearer key the middleware can stamp",https://github.com/ZeroPointRepo/zillow-mcp,https://raw.githubusercontent.com/ZeroPointRepo/zillow-mcp/HEAD/assets/zillapi-mcp.jpg;https://raw.githubusercontent.com/ZeroPointRepo/zillow-mcp/HEAD/assets/zillapi-cta.jpg
registry,Register and discover agents,1,true,requirements.txt declares an AG-UI package,https://github.com/zonlabs/registry,
memory-companion-genui,"Adaptive generative-UI care companion for calm, familiar day-to-day support.",0,true,package.json declares an AG-UI package,https://github.com/alinjfz/memory-companion-genui,https://raw.githubusercontent.com/alinjfz/memory-companion-genui/HEAD/img/login.png;https://raw.githubusercontent.com/alinjfz/memory-companion-genui/HEAD/img/patient-page-1.png;https://raw.githubusercontent.com/alinjfz/memory-companion-genui/HEAD/img/patient-page-2.png;https://raw.githubusercontent.com/alinjfz/memory-companion-genui/HEAD/img/family-page-1.png
Agentic-Dynamic-UI-CRM-example-,"Agentic Dynamic UI — an AI agent that answers with live, interactive React components (forms, tables, charts, confirm cards) instead of plain text, streamed over AG-UI. CRM reference implementation.",0,true,agent/requirements.txt declares an AG-UI package,https://github.com/arjunagi-a-rehman/Agentic-Dynamic-UI-CRM-example-,
copilotkit-consulting-dashboard,AI-powered consulting engagement dashboard built with CopilotKit and AG-UI protocol,0,true,package.json declares a CopilotKit package,https://github.com/Beg1nner4ever/copilotkit-consulting-dashboard,
ag_ui_debug,,0,true,server/requirements.txt declares an AG-UI package,https://github.com/dddd1127/ag_ui_debug,https://raw.githubusercontent.com/dddd1127/ag_ui_debug/HEAD/docs/screenshot.png
teaching-assistant,"An AI tutor that generates interactive lessons — a live math playground, comparisons, quizzes, real images — one step at a time. Google ADK + A2UI generative UI + open model + voice.",0,true,package.json declares an AG-UI package,https://github.com/dsouzavijeth/teaching-assistant,
kenya-agui,First East African AG-UI implementation — connects civic AI agents to live frontends via the Agent-User Interaction protocol,0,true,pyproject.toml declares an AG-UI package,https://github.com/gabrielmahia/kenya-agui,
